                 Temp.  Temp.  Temp.  Hum.   Pto.   Vel.   Dir.   Rec.  Vel.  Dir.  Sens.   Ind.   Ind.                  Int.  Grad.D. Grad.D.  Temp.  Hum.  Rocío  In.Cal.   Muest   Tx   Recep.  Int.
  Fecha   Hora    Ext.   Máx.   Mín.  Ext.  Rocío Viento Viento Viento  Máx.  Max.  Term.  Calor   THW    Bar   Lluvia  Lluvia  Calor    Frío    Int.  Int.   Int.   Int.    Viento Viento   ISS   Arc.
 6/02/17  2:20a   15.6   15.7   15.6    81   12.4    8.0    WNW   0.67  22.5     W   15.6   15.6   15.6  1012.4   0.00    0.0    0.009   0.000   23.2    67   16.8   23.9       67     8     69.1    5 
 6/02/17  2:25a   15.6   15.6   15.6    81   12.3    8.0    WNW   0.67  22.5     W   15.6   15.5   15.5  1012.4   0.00    0.0    0.010   0.000   22.9    60   14.8   23.2       70     8     72.2    5 
 6/02/17  2:30a   15.4   15.6   15.4    81   12.2    9.7    WNW   0.80  25.7   NNW   15.2   15.4   15.2  1012.4   0.00    0.0    0.010   0.000   22.7    66   16.0   23.1       66     8     68.0    5 
 6/02/17  2:35a   15.3   15.4   15.3    82   12.3    8.0      W   0.67  25.7   WNW   15.3   15.3   15.2  1012.5   0.00    0.0    0.010   0.000   22.7    68   16.5   23.2       72     8     74.2    5 
 6/02/17  2:40a   15.3   15.3   15.3    82   12.2    6.4     NW   0.54  19.3   WNW   15.3   15.2   15.2  1012.4   0.00    0.0    0.011   0.000   22.7    71   17.2   23.3       68     8     70.1    5 
 6/02/17  2:45a   15.2   15.3   15.2    82   12.2    6.4    WNW   0.54  20.9   WNW   15.2   15.2   15.2  1012.4   0.00    0.0    0.011   0.000   22.9    71   17.4   23.6       64     8     66.0    5 
 6/02/17  2:50a   15.2   15.2   15.2    82   12.1    4.8    WNW   0.40  12.9   WNW   15.2   15.1   15.1  1012.3   0.00    0.0    0.011   0.000   23.0    71   17.5   23.8       68     8     70.1    5 
 6/02/17  2:55a   15.1   15.2   15.1    82   12.1    4.8    NNW   0.40  19.3   WSW   15.1   15.1   15.1  1012.4   0.00    0.0    0.011   0.000   23.2    71   17.7   24.1       65     8     67.0    5 
 6/02/17  3:00a   15.1   15.1   15.1    82   12.0    3.2     NW   0.27  11.3    NW   15.1   15.0   15.0  1012.3   0.00    0.0    0.011   0.000   23.2    64   16.0   23.8       66     8     68.0    5 
 6/02/17  3:05a   15.1   15.1   15.1    83   12.2    4.8     NW   0.40  17.7   WNW   15.1   15.0   15.0  1012.3   0.00    0.0    0.011   0.000   22.8    62   15.2   23.2       67     8     69.1    5 
 6/02/17  3:10a   15.0   15.1   15.0    83   12.1    3.2      W   0.27  14.5   WNW   15.0   14.9   14.9  1012.3   0.00    0.0    0.012   0.000   22.7    66   16.0   23.1       68     8     70.1    5 
 6/02/17  3:15a   14.9   15.0   14.9    83   12.1    6.4      W   0.54  19.3     W   14.9   14.9   14.9  1012.2   0.00    0.0    0.012   0.000   22.7    69   16.7   23.3       71     8     73.2    5 
 6/02/17  3:20a   14.9   14.9   14.9    83   12.0    4.8    WNW   0.40  16.1   WNW   14.9   14.8   14.8  1012.3   0.00    0.0    0.012   0.000   22.8    71   17.2   23.4       69     8     71.1    5 
 6/02/17  3:25a   14.9   14.9   14.9    83   12.0    3.2    WNW   0.27  14.5     W   14.9   14.8   14.8  1012.4   0.00    0.0    0.012   0.000   22.9    71   17.4   23.6       68     8     70.1    5 
 6/02/17  3:30a   14.8   14.9   14.8    83   12.0    4.8    WNW   0.40  20.9   WNW   14.8   14.8   14.8  1012.3   0.00    0.0    0.012   0.000   23.1    71   17.5   23.8       73     8     75.3    5 
 6/02/17  3:35a   14.8   14.8   14.8    83   12.0    4.8      W   0.40  20.9   WNW   14.8   14.8   14.8  1012.3   0.00    0.0    0.012   0.000   23.2    71   17.6   24.0       69     8     71.1    5 
 6/02/17  3:40a   14.8   14.8   14.8    83   11.9    3.2     NW   0.27  11.3     W   14.8   14.7   14.7  1012.1   0.00    0.0    0.012   0.000   23.3    70   17.6   24.2       71     8     73.2    5 
 6/02/17  3:45a   14.7   14.8   14.7    83   11.9    3.2    NNW   0.27  20.9    NW   14.7   14.7   14.7  1012.2   0.00    0.0    0.013   0.000   23.3    63   15.9   23.9       68     8     70.1    5 
 6/02/17  3:50a   14.7   14.7   14.7    83   11.8    8.0    WNW   0.67  19.3   WNW   14.5   14.6   14.4  1012.2   0.00    0.0    0.013   0.000   22.9    62   15.3   23.3       66     8     68.0    5 
 6/02/17  3:55a   14.7   14.7   14.7    83   11.8    3.2    WNW   0.27  11.3   WNW   14.7   14.6   14.6  1012.1   0.00    0.0    0.013   0.000   22.8    66   16.1   23.2       63     8     64.9    5 
 6/02/17  4:00a   14.7   14.7   14.7    83   11.8    6.4    WNW   0.54  14.5    NW   14.7   14.6   14.6  1012.1   0.00    0.0    0.013   0.000   22.8    69   16.8   23.3       70     8     72.2    5 
 6/02/17  4:05a   14.6   14.7   14.6    83   11.8    3.2      W   0.27  17.7     W   14.6   14.6   14.6  1012.2   0.00    0.0    0.013   0.000   22.8    71   17.3   23.5       68     8     70.1    5 
 6/02/17  4:10a   14.6   14.6   14.6    83   11.8    8.0    WNW   0.67  17.7    NW   14.4   14.6   14.4  1012.2   0.00    0.0    0.013   0.000   22.9    71   17.4   23.7       64     8     66.0    5 
 6/02/17  4:15a   14.6   14.6   14.6    84   11.9    4.8     NW   0.40  11.3     W   14.6   14.6   14.6  1012.2   0.00    0.0    0.013   0.000   23.1    71   17.5   23.8       69     8     71.1    5 
 6/02/17  4:20a   14.6   14.6   14.6    84   11.9    4.8     NW   0.40  19.3   WNW   14.6   14.6   14.6  1012.1   0.00    0.0    0.013   0.000   23.2    70   17.4   24.1       67     8     69.1    5 
 6/02/17  4:25a   14.6   14.6   14.6    84   11.9    3.2    WNW   0.27  11.3    NW   14.6   14.5   14.5  1012.1   0.00    0.0    0.013   0.000   23.4    68   17.1   24.2       67     8     69.1    5 
 6/02/17  4:30a   14.5   14.6   14.5    84   11.8    6.4      W   0.54  19.3   NNW   14.5   14.4   14.4  1012.1   0.00    0.0    0.013   0.000   23.1    59   14.7   23.4       65     8     67.0    5 
 6/02/17  4:35a   14.4   14.5   14.4    84   11.8    6.4     NW   0.54  20.9    NW   14.4   14.4   14.4  1012.1   0.00    0.0    0.014   0.000   22.8    64   15.7   23.2       67     8     69.1    5 
 6/02/17  4:40a   14.4   14.4   14.4    84   11.7    6.4    WNW   0.54  14.5    NW   14.4   14.3   14.3  1012.1   0.00    0.0    0.014   0.000   22.8    67   16.3   23.3       64     8     66.0    5 
 6/02/17  4:45a   14.4   14.4   14.4    84   11.7    6.4    WNW   0.54  12.9   WNW   14.4   14.3   14.3  1012.1   0.00    0.0    0.014   0.000   22.8    70   17.0   23.4       60     8     61.9    5 
 6/02/17  4:50a   14.3   14.4   14.3    84   11.7    6.4      W   0.54  19.3   WNW   14.3   14.3   14.3  1012.1   0.00    0.0    0.014   0.000   22.8    70   17.1   23.5       64     8     66.0    5 
 6/02/17  4:55a   14.3   14.3   14.3    85   11.8    8.0     NW   0.67  19.3   WNW   14.1   14.3   14.1  1012.1   0.00    0.0    0.014   0.000   23.0    70   17.2   23.7       63     8     64.9    5 
 6/02/17  5:00a   14.3   14.3   14.3    85   11.8   11.3    WNW   0.94  22.5   WNW   13.6   14.2   13.5  1012.2   0.00    0.0    0.014   0.000   23.1    70   17.3   23.9       67     8     69.1    5 
 6/02/17  5:05a   14.3   14.3   14.3    85   11.8    6.4    WNW   0.54  16.1    NW   14.3   14.2   14.2  1012.3   0.00    0.0    0.014   0.000   23.3    70   17.5   24.1       63     8     64.9    5 
 6/02/17  5:10a   14.2   14.3   14.2    85   11.7    8.0      W   0.67  19.3   WNW   13.9   14.2   13.9  1012.3   0.00    0.0    0.014   0.000   23.3    62   15.6   23.8       67     8     69.1    5 
 6/02/17  5:15a   14.3   14.3   14.2    85   11.8    8.0      W   0.67  16.1    NW   14.0   14.2   13.9  1012.4   0.00    0.0    0.014   0.000   22.9    61   15.0   23.3       65     8     67.0    5 
 6/02/17  5:20a   14.2   14.2   14.2    85   11.7    6.4      W   0.54  14.5    NW   14.2   14.2   14.2  1012.4   0.00    0.0    0.014   0.000   22.8    66   16.1   23.2       66     8     68.0    5 
 6/02/17  5:25a   14.2   14.2   14.2    85   11.7    6.4    WNW   0.54  16.1    NW   14.2   14.1   14.1  1012.4   0.00    0.0    0.014   0.000   22.8    69   16.8   23.3       63     8     64.9    5 
 6/02/17  5:30a   14.2   14.2   14.2    85   11.7    8.0      W   0.67  22.5     W   13.9   14.1   13.8  1012.5   0.00    0.0    0.014   0.000   22.8    70   17.1   23.5       64     8     66.0    5 
 6/02/17  5:35a   14.2   14.2   14.2    85   11.7    6.4     NW   0.54  12.9    NW   14.2   14.1   14.1  1012.3   0.00    0.0    0.014   0.000   22.9    70   17.1   23.6       68     8     70.1    5 
 6/02/17  5:40a   14.1   14.2   14.1    85   11.6    8.0      W   0.67  16.1    NW   13.8   14.1   13.8  1012.4   0.00    0.0    0.015   0.000   23.1    70   17.3   23.8       74     8     76.3    5 
 6/02/17  5:45a   14.1   14.1   14.1    85   11.6    6.4      W   0.54  19.3   WNW   14.1   14.1   14.1  1012.4   0.00    0.0    0.015   0.000   23.2    70   17.4   23.9       64     8     66.0    5 
