		Temp.	Temp.	Temp.	Hum.	Pto.	Vel.	Dir.	Rec.	Vel.	Dir.	Sens.	Ind.	Ind.			Int. 	Grad.D.	Grad.D.	Temp.	Hum.	Rocío	In.Cal.	Muest	Tx  	Recep.	Int.
Fecha	Hora	Ext.	Máx.	Mín.	Ext.	Rocío	Viento	Viento	Viento	Máx.	Max.	Term.	Calor	THW 	Bar  	Lluvia	Lluvia	Calor 	Frío 	Int.	Int.	Int.	Int.  	Viento	Viento	ISS 	Arc.
10/01/15	9:40 a	22.8	22.9	22.7	74	17.9	4.8	SE	0.40	8.0	ESE	22.8	23.6	23.6	1010.7	0.00	0.0	0.000	0.015	34.7	42	19.9	37.9	99	8	100.0	5
10/01/15	9:45 a	22.5	22.8	22.4	75	17.8	6.4	ESE	0.54	11.3	ESE	22.5	23.2	23.2	1010.6	0.00	0.0	0.000	0.014	34.7	42	19.9	37.9	96	8	99.0	5
10/01/15	9:50 a	22.7	22.7	22.5	75	18.0	6.4	SE	0.54	16.1	ESE	22.7	23.4	23.4	1010.8	0.00	0.0	0.000	0.015	34.7	42	19.9	37.9	99	8	100.0	5
10/01/15	9:55 a	22.6	22.7	22.6	75	17.9	6.4	SE	0.54	16.1	SE	22.6	23.3	23.3	1010.7	0.00	0.0	0.000	0.015	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	10:00 a	22.6	22.6	22.4	75	17.9	6.4	ESE	0.54	12.9	ESE	22.6	23.3	23.3	1010.8	0.00	0.0	0.000	0.015	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	10:05 a	22.5	22.6	22.4	76	18.1	6.4	SSE	0.54	12.9	SE	22.5	23.2	23.2	1010.7	0.00	0.0	0.000	0.014	34.7	42	19.9	37.9	97	8	100.0	5
10/01/15	10:10 a	22.8	22.8	22.6	74	18.0	6.4	SSE	0.54	11.3	ESE	22.8	23.7	23.7	1010.6	0.00	0.0	0.000	0.016	34.7	42	19.9	37.9	95	8	97.9	5
10/01/15	10:15 a	22.8	22.9	22.8	75	18.2	6.4	E	0.54	12.9	E	22.8	23.7	23.7	1010.7	0.00	0.0	0.000	0.016	34.7	42	19.9	37.9	96	8	99.0	5
10/01/15	10:20 a	22.9	22.9	22.8	73	17.8	6.4	ESE	0.54	12.9	ESE	22.9	23.8	23.8	1010.7	0.00	0.0	0.000	0.016	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	10:25 a	23.1	23.1	22.8	75	18.4	6.4	E	0.54	12.9	E	23.1	24.0	24.0	1010.8	0.00	0.0	0.000	0.016	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	10:30 a	23.1	23.1	22.9	74	18.2	4.8	ESE	0.40	11.3	E	23.1	23.9	23.9	1010.8	0.00	0.0	0.000	0.016	34.7	42	19.9	37.9	96	8	99.0	5
10/01/15	10:35 a	23.2	23.3	23.1	74	18.3	6.4	E	0.54	12.9	E	23.2	24.1	24.1	1010.8	0.00	0.0	0.000	0.017	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	10:40 a	23.4	23.4	23.2	73	18.3	6.4	E	0.54	11.3	ESE	23.4	24.4	24.4	1010.8	0.00	0.0	0.000	0.018	34.7	42	19.9	37.9	96	8	99.0	5
10/01/15	10:45 a	23.6	23.6	23.3	73	18.4	6.4	SE	0.54	12.9	E	23.6	24.6	24.6	1010.7	0.00	0.0	0.000	0.018	34.7	42	19.9	37.9	100	8	100.0	5
10/01/15	10:50 a	23.7	23.8	23.6	72	18.3	6.4	E	0.54	12.9	ESE	23.7	24.7	24.7	1010.6	0.00	0.0	0.000	0.019	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	10:55 a	23.7	23.7	23.6	74	18.8	6.4	E	0.54	12.9	ENE	23.7	24.7	24.7	1010.5	0.00	0.0	0.000	0.019	34.7	42	19.9	37.9	94	8	96.9	5
10/01/15	11:00 a	24.1	24.1	23.7	73	19.0	4.8	ENE	0.40	9.7	E	24.1	25.2	25.2	1010.5	0.00	0.0	0.000	0.020	34.7	42	19.9	37.9	97	8	100.0	5
10/01/15	11:05 a	24.1	24.2	24.1	72	18.7	6.4	SSE	0.54	11.3	ENE	24.1	25.1	25.1	1010.4	0.00	0.0	0.000	0.020	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	11:10 a	24.1	24.2	24.1	73	18.9	4.8	ESE	0.40	12.9	ESE	24.1	25.2	25.2	1010.3	0.00	0.0	0.000	0.020	34.7	42	19.9	37.9	97	8	100.0	5
10/01/15	11:15 a	24.2	24.2	24.1	71	18.6	4.8	SE	0.40	11.3	SE	24.2	25.3	25.3	1010.2	0.00	0.0	0.000	0.020	34.7	42	19.9	37.9	97	8	100.0	5
10/01/15	11:20 a	24.5	24.5	24.2	72	19.1	4.8	SE	0.40	9.7	ESE	24.5	25.7	25.7	1010.2	0.00	0.0	0.000	0.021	34.7	42	19.9	37.9	97	8	100.0	5
10/01/15	11:25 a	24.8	24.8	24.6	69	18.8	4.8	E	0.40	12.9	SE	24.8	25.8	25.8	1010.3	0.00	0.0	0.000	0.023	34.7	42	19.9	37.9	95	8	97.9	5
10/01/15	11:30 a	24.6	24.8	24.6	70	18.7	6.4	SE	0.54	9.7	SE	24.6	25.6	25.6	1010.3	0.00	0.0	0.000	0.022	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	11:35 a	24.8	24.8	24.5	72	19.4	4.8	E	0.40	12.9	E	24.8	26.0	26.0	1010.2	0.00	0.0	0.000	0.023	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	11:40 a	24.6	25.0	24.6	72	19.2	6.4	ESE	0.54	14.5	E	24.6	25.8	25.8	1010.2	0.00	0.0	0.000	0.022	34.7	42	19.9	37.9	96	8	99.0	5
10/01/15	11:45 a	24.6	24.6	24.5	73	19.4	6.4	ESE	0.54	12.9	ESE	24.6	25.8	25.8	1010.3	0.00	0.0	0.000	0.022	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	11:50 a	24.6	24.7	24.6	73	19.4	6.4	SE	0.54	12.9	SSE	24.6	25.8	25.8	1010.2	0.00	0.0	0.000	0.022	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	11:55 a	25.0	25.1	24.6	72	19.6	4.8	SE	0.40	12.9	ENE	25.0	26.2	26.2	1010.2	0.00	0.0	0.000	0.023	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	12:00 p	25.0	25.1	24.9	73	19.8	6.4	ESE	0.54	12.9	SE	25.0	26.3	26.3	1010.1	0.00	0.0	0.000	0.023	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	12:05 p	24.9	25.1	24.9	72	19.5	6.4	SSE	0.54	11.3	SSW	24.9	26.1	26.1	1010.1	0.00	0.0	0.000	0.023	34.7	42	19.9	37.9	97	8	100.0	5
10/01/15	12:10 p	24.9	24.9	24.8	73	19.7	4.8	SE	0.40	12.9	SE	24.9	26.1	26.1	1009.9	0.00	0.0	0.000	0.023	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	12:15 p	25.3	25.4	24.9	71	19.7	4.8	SE	0.40	12.9	SSE	25.3	26.5	26.5	1009.9	0.00	0.0	0.000	0.024	34.7	42	19.9	37.9	98	8	100.0	5
10/01/15	12:20 p	25.4	25.4	25.3	71	19.7	6.4	SE	0.54	14.5	SE	25.4	26.6	26.6	1009.8	0.00	0.0	0.000	0.024	34.7	42	19.9	37.9	97	8	100.0	5
10/01/15	12:25 p	25.6	25.6	25.4	71	20.0	6.4	ESE	0.54	12.9	E	25.6	26.8	26.8	1009.7	0.00	0.0	0.000	0.025	34.8	42	20.0	38.0	100	8	100.0	5
10/01/15	12:30 p	25.7	25.8	25.6	70	19.8	6.4	ESE	0.54	11.3	ESE	25.7	26.8	26.8	1009.7	0.00	0.0	0.000	0.025	34.8	42	20.0	38.0	99	8	100.0	5
10/01/15	12:35 p	25.8	25.8	25.6	69	19.7	4.8	E	0.40	12.9	SSE	25.8	26.9	26.9	1009.7	0.00	0.0	0.000	0.026	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	12:40 p	26.4	26.4	25.8	69	20.2	4.8	ESE	0.40	9.7	SSE	26.4	27.7	27.7	1009.7	0.00	0.0	0.000	0.028	34.8	42	20.0	38.0	98	8	100.0	5
10/01/15	12:45 p	26.1	26.4	26.1	69	20.0	6.4	SE	0.54	11.3	ESE	26.1	27.3	27.3	1009.8	0.00	0.0	0.000	0.027	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	12:50 p	26.1	26.2	26.0	69	19.9	6.4	E	0.54	11.3	SE	26.1	27.3	27.3	1009.8	0.00	0.0	0.000	0.027	34.8	42	20.0	38.0	96	8	99.0	5
10/01/15	12:55 p	26.0	26.2	26.0	71	20.3	6.4	SSE	0.54	12.9	SSE	26.0	27.3	27.3	1009.8	0.00	0.0	0.000	0.027	34.8	42	20.0	38.0	96	8	99.0	5
10/01/15	1:00 p	26.1	26.1	25.9	70	20.2	6.4	SSE	0.54	12.9	ESE	26.1	27.3	27.3	1009.8	0.00	0.0	0.000	0.027	34.8	42	20.0	38.0	99	8	100.0	5
10/01/15	1:05 p	26.3	26.3	26.1	71	20.7	6.4	SSE	0.54	14.5	S	26.3	27.8	27.8	1009.7	0.00	0.0	0.000	0.028	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	1:10 p	26.4	26.4	26.3	68	20.0	6.4	SE	0.54	11.3	ESE	26.4	27.6	27.6	1009.8	0.00	0.0	0.000	0.028	34.8	42	20.0	38.0	99	8	100.0	5
10/01/15	1:15 p	26.5	26.6	26.4	70	20.6	6.4	SSE	0.54	12.9	SE	26.5	27.9	27.9	1009.7	0.00	0.0	0.000	0.028	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	1:20 p	26.5	26.5	26.4	70	20.6	6.4	SE	0.54	11.3	SE	26.5	27.9	27.9	1009.7	0.00	0.0	0.000	0.028	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	1:25 p	26.6	26.6	26.5	70	20.6	8.0	SE	0.67	14.5	SE	26.6	28.0	28.0	1009.6	0.00	0.0	0.000	0.029	34.8	42	20.0	38.0	98	8	100.0	5
10/01/15	1:30 p	26.5	26.5	26.3	71	20.8	8.0	SSE	0.67	12.9	SSE	26.5	28.0	28.0	1009.6	0.00	0.0	0.000	0.028	34.8	42	20.0	38.0	99	8	100.0	5
10/01/15	1:35 p	26.4	26.6	26.4	70	20.5	8.0	SE	0.67	16.1	SSE	26.4	27.8	27.8	1009.5	0.00	0.0	0.000	0.028	34.8	42	20.0	38.0	98	8	100.0	5
10/01/15	1:40 p	26.9	26.9	26.5	69	20.8	6.4	SE	0.54	9.7	SSE	26.9	28.6	28.6	1009.4	0.00	0.0	0.000	0.030	34.8	42	20.0	38.0	100	8	100.0	5
10/01/15	1:45 p	27.3	27.3	26.9	69	21.1	6.4	SE	0.54	12.9	SE	27.3	29.1	29.1	1009.2	0.00	0.0	0.000	0.031	34.8	42	20.0	38.0	98	8	100.0	5
10/01/15	1:50 p	27.4	27.4	27.2	67	20.8	4.8	E	0.40	11.3	E	27.4	29.2	29.2	1009.2	0.00	0.0	0.000	0.032	34.8	42	20.0	38.0	99	8	100.0	5
10/01/15	1:55 p	27.1	27.6	27.1	67	20.5	8.0	SE	0.67	14.5	SE	27.1	28.6	28.6	1009.2	0.00	0.0	0.000	0.030	34.8	42	20.0	38.0	99	8	100.0	5
10/01/15	2:00 p	26.9	27.1	26.8	67	20.3	8.0	SE	0.67	14.5	SSE	26.9	28.4	28.4	1009.0	0.00	0.0	0.000	0.030	34.8	42	20.0	38.0	98	8	100.0	5
10/01/15	2:05 p	27.0	27.1	26.9	68	20.6	8.0	SE	0.67	14.5	SE	27.0	28.6	28.6	1009.0	0.00	0.0	0.000	0.030	34.8	42	20.0	38.0	98	8	100.0	5
10/01/15	2:10 p	26.9	27.2	26.9	66	20.1	8.0	SE	0.67	12.9	SE	26.9	28.3	28.3	1009.1	0.00	0.0	0.000	0.030	34.8	42	20.0	38.0	98	8	100.0	5
10/01/15	2:15 p	27.5	27.5	26.9	66	20.6	6.4	ESE	0.54	12.9	ENE	27.5	29.2	29.2	1009.2	0.00	0.0	0.000	0.032	34.8	42	20.0	38.0	99	8	100.0	5
10/01/15	2:20 p	27.4	27.8	27.4	65	20.2	8.0	E	0.67	14.5	E	27.4	28.9	28.9	1009.1	0.00	0.0	0.000	0.031	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	2:25 p	27.3	27.4	27.3	66	20.4	8.0	E	0.67	14.5	E	27.3	28.9	28.9	1009.0	0.00	0.0	0.000	0.031	34.8	42	20.0	38.0	100	8	100.0	5
10/01/15	2:30 p	27.3	27.4	27.3	66	20.4	6.4	E	0.54	12.9	E	27.3	28.9	28.9	1009.0	0.00	0.0	0.000	0.031	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	2:35 p	27.6	27.6	27.3	68	21.2	8.0	E	0.67	14.5	ENE	27.6	29.6	29.6	1008.9	0.00	0.0	0.000	0.032	34.8	42	20.0	38.1	97	8	100.0	5
10/01/15	2:40 p	28.1	28.1	27.7	65	20.9	6.4	E	0.54	12.9	E	28.1	30.1	30.1	1008.9	0.00	0.0	0.000	0.034	34.8	42	20.0	38.0	97	8	100.0	5
10/01/15	2:45 p	28.3	28.3	27.9	65	21.1	6.4	ESE	0.54	12.9	SE	28.3	30.5	30.5	1008.8	0.00	0.0	0.000	0.035	34.8	42	20.0	38.0	99	8	100.0	5
10/01/15	2:50 p	28.2	28.5	28.2	64	20.7	8.0	SE	0.67	14.5	ESE	28.2	30.1	30.1	1008.8	0.00	0.0	0.000	0.034	34.8	42	20.0	38.1	98	8	100.0	5
10/01/15	2:55 p	28.0	28.2	27.8	65	20.8	6.4	SSE	0.54	14.5	SE	28.0	29.9	29.9	1008.8	0.00	0.0	0.000	0.034	34.8	42	20.0	38.1	98	8	100.0	5
10/01/15	3:00 p	28.1	28.1	27.8	66	21.2	6.4	ESE	0.54	14.5	SE	28.1	30.3	30.3	1008.9	0.00	0.0	0.000	0.034	34.8	42	20.0	38.1	96	8	99.0	5
10/01/15	3:05 p	28.1	28.2	28.1	65	20.9	6.4	E	0.54	11.3	E	28.1	30.1	30.1	1009.0	0.00	0.0	0.000	0.034	34.8	42	20.0	38.1	99	8	100.0	5
10/01/15	3:10 p	27.9	28.2	27.9	65	20.8	6.4	ENE	0.54	11.3	E	27.9	29.8	29.8	1008.9	0.00	0.0	0.000	0.033	34.8	42	20.0	38.1	99	8	100.0	5
10/01/15	3:15 p	28.1	28.1	27.8	65	20.9	6.4	E	0.54	12.9	ENE	28.1	30.1	30.1	1008.8	0.00	0.0	0.000	0.034	34.8	42	20.0	38.1	98	8	100.0	5
10/01/15	3:20 p	28.4	28.4	28.1	64	21.0	6.4	E	0.54	12.9	ESE	28.4	30.6	30.6	1008.5	0.00	0.0	0.000	0.035	34.8	42	20.0	38.1	97	8	100.0	5
10/01/15	3:25 p	28.6	28.7	28.4	65	21.3	6.4	SE	0.54	16.1	SE	28.6	31.0	31.0	1008.4	0.00	0.0	0.000	0.035	34.8	42	20.0	38.1	99	8	100.0	5
10/01/15	3:30 p	28.7	28.7	28.4	64	21.2	6.4	ESE	0.54	12.9	ESE	28.7	31.1	31.1	1008.3	0.00	0.0	0.000	0.036	34.8	42	20.0	38.1	100	8	100.0	5
10/01/15	3:35 p	28.6	28.6	28.5	65	21.3	6.4	E	0.54	14.5	E	28.6	31.0	31.0	1008.3	0.00	0.0	0.000	0.035	34.8	42	20.0	38.1	95	8	97.9	5
10/01/15	3:40 p	28.6	28.7	28.6	64	21.1	8.0	SE	0.67	12.9	E	28.6	30.9	30.9	1008.2	0.00	0.0	0.000	0.035	34.8	42	20.0	38.1	98	8	100.0	5
10/01/15	3:45 p	28.5	28.6	28.4	64	21.0	8.0	SE	0.67	16.1	SE	28.5	30.7	30.7	1008.2	0.00	0.0	0.000	0.035	34.8	42	20.0	38.1	97	8	100.0	5
10/01/15	3:50 p	28.8	28.8	28.6	62	20.8	6.4	SE	0.54	12.9	SSE	28.8	31.2	31.2	1008.1	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	97	8	100.0	5
10/01/15	3:55 p	28.8	28.8	28.7	61	20.6	6.4	SE	0.54	14.5	ESE	28.8	31.0	31.0	1008.1	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	4:00 p	28.8	28.9	28.8	60	20.3	6.4	SE	0.54	12.9	SE	28.8	30.8	30.8	1008.1	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	4:05 p	28.9	28.9	28.8	60	20.4	4.8	E	0.40	11.3	E	28.9	31.1	31.1	1008.1	0.00	0.0	0.000	0.037	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	4:10 p	28.8	29.0	28.8	59	20.0	8.0	E	0.67	16.1	ESE	28.8	30.7	30.7	1008.1	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	94	8	96.9	5
10/01/15	4:15 p	28.8	29.0	28.8	60	20.3	8.0	E	0.67	17.7	N	28.8	30.8	30.8	1008.2	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	4:20 p	28.7	28.8	28.7	61	20.4	6.4	E	0.54	11.3	E	28.7	30.7	30.7	1008.1	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	97	8	100.0	5
10/01/15	4:25 p	28.7	28.7	28.6	61	20.5	6.4	E	0.54	12.9	NE	28.7	30.8	30.8	1008.0	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	4:30 p	28.4	28.7	28.4	63	20.7	6.4	E	0.54	14.5	E	28.4	30.5	30.5	1008.0	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	4:35 p	28.8	28.8	28.4	62	20.8	4.8	E	0.40	12.9	NE	28.8	31.2	31.2	1007.9	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	4:40 p	29.1	29.1	28.8	62	21.1	6.4	SSE	0.54	12.9	SSE	29.1	31.7	31.7	1007.8	0.00	0.0	0.000	0.037	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	4:45 p	29.1	29.1	29.0	62	21.0	6.4	SE	0.54	9.7	E	29.1	31.6	31.6	1007.7	0.00	0.0	0.000	0.037	34.9	42	20.1	38.2	97	8	100.0	5
10/01/15	4:50 p	28.9	29.1	28.8	64	21.4	6.4	ESE	0.54	17.7	E	28.9	31.7	31.7	1007.8	0.00	0.0	0.000	0.037	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	4:55 p	28.9	29.1	28.9	65	21.6	8.0	E	0.67	14.5	ENE	28.9	31.8	31.8	1007.9	0.00	0.0	0.000	0.037	34.9	42	20.1	38.2	96	8	99.0	5
10/01/15	5:00 p	28.1	28.8	28.1	68	21.6	9.7	E	0.80	16.1	ESE	28.1	30.6	30.6	1007.7	0.00	0.0	0.000	0.034	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	5:05 p	28.1	28.1	27.9	69	21.9	6.4	E	0.54	12.9	ENE	28.1	30.7	30.7	1007.7	0.00	0.0	0.000	0.034	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	5:10 p	28.2	28.2	28.1	69	22.0	8.0	E	0.67	12.9	ENE	28.2	30.9	30.9	1007.7	0.00	0.0	0.000	0.034	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	5:15 p	28.7	28.8	28.2	65	21.4	6.4	E	0.54	16.1	NE	28.7	31.3	31.3	1007.7	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	5:20 p	28.1	28.7	28.0	70	22.1	6.4	ENE	0.54	12.9	E	28.1	30.8	30.8	1007.7	0.00	0.0	0.000	0.034	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	5:25 p	28.1	28.2	28.1	69	21.8	8.0	E	0.67	12.9	E	28.1	30.6	30.6	1007.7	0.00	0.0	0.000	0.034	34.9	42	20.1	38.2	97	8	100.0	5
10/01/15	5:30 p	28.2	28.2	28.1	68	21.7	6.4	E	0.54	12.9	E	28.2	30.7	30.7	1007.7	0.00	0.0	0.000	0.034	34.9	42	20.1	38.2	100	8	100.0	5
10/01/15	5:35 p	28.7	28.7	28.2	68	22.2	4.8	ESE	0.40	12.9	E	28.7	31.8	31.8	1007.5	0.00	0.0	0.000	0.036	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	5:40 p	28.6	28.7	28.6	69	22.3	4.8	SSE	0.40	9.7	E	28.6	31.7	31.7	1007.4	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	97	8	100.0	5
10/01/15	5:45 p	28.3	28.6	28.3	70	22.3	4.8	SSE	0.40	9.7	SSE	28.3	31.2	31.2	1007.3	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	100	8	100.0	5
10/01/15	5:50 p	28.4	28.4	28.2	68	22.0	4.8	SE	0.40	11.3	ESE	28.4	31.3	31.3	1007.1	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	5:55 p	28.4	28.4	28.3	68	22.0	4.8	SE	0.40	12.9	ESE	28.4	31.3	31.3	1007.1	0.00	0.0	0.000	0.035	34.9	42	20.1	38.3	97	8	100.0	5
10/01/15	6:00 p	28.4	28.6	28.4	69	22.2	4.8	SE	0.40	11.3	ESE	28.4	31.4	31.4	1007.1	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	6:05 p	28.1	28.4	28.1	68	21.6	6.4	SE	0.54	12.9	SE	28.1	30.4	30.4	1007.1	0.00	0.0	0.000	0.034	34.9	42	20.1	38.3	98	8	100.0	5
10/01/15	6:10 p	28.1	28.1	27.9	68	21.6	6.4	SE	0.54	12.9	SE	28.1	30.4	30.4	1007.1	0.00	0.0	0.000	0.034	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	6:15 p	28.2	28.2	28.1	71	22.4	4.8	SSE	0.40	12.9	SSE	28.2	31.2	31.2	1007.1	0.00	0.0	0.000	0.034	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	6:20 p	28.1	28.2	28.1	69	21.9	6.4	SE	0.54	12.9	SSE	28.1	30.7	30.7	1007.1	0.00	0.0	0.000	0.034	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	6:25 p	28.4	28.4	28.1	69	22.2	4.8	SE	0.40	11.3	E	28.4	31.3	31.3	1007.3	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	6:30 p	28.4	28.5	28.4	68	21.9	4.8	SE	0.40	8.0	SE	28.4	31.1	31.1	1007.4	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	6:35 p	28.3	28.4	28.3	68	21.9	4.8	ESE	0.40	9.7	ESE	28.3	31.0	31.0	1007.4	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	99	8	100.0	5
10/01/15	6:40 p	28.3	28.4	28.3	69	22.1	4.8	E	0.40	11.3	SE	28.3	31.2	31.2	1007.4	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	97	8	100.0	5
10/01/15	6:45 p	28.3	28.4	28.3	69	22.0	3.2	SSE	0.27	6.4	SSE	28.3	31.1	31.1	1007.5	0.00	0.0	0.000	0.035	34.9	42	20.1	38.2	98	8	100.0	5
10/01/15	6:50 p	28.3	28.3	28.3	68	21.8	3.2	ESE	0.27	11.3	ESE	28.3	30.9	30.9	1007.6	0.00	0.0	0.000	0.035	34.9	42	20.1	38.3	97	8	100.0	5
10/01/15	6:55 p	28.2	28.2	28.2	69	21.9	3.2	SE	0.27	8.0	SE	28.2	30.8	30.8	1007.5	0.00	0.0	0.000	0.034	34.9	42	20.1	38.3	97	8	100.0	5
10/01/15	7:00 p	27.9	28.2	27.9	71	22.2	4.8	SE	0.40	9.7	SSE	27.9	30.7	30.7	1007.3	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	97	8	100.0	5
10/01/15	7:05 p	27.8	27.9	27.8	70	21.9	4.8	SE	0.40	11.3	S	27.8	30.3	30.3	1007.4	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	100	8	100.0	5
10/01/15	7:10 p	27.8	27.9	27.8	71	22.1	4.8	SE	0.40	11.3	SE	27.8	30.4	30.4	1007.1	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	98	8	100.0	5
10/01/15	7:15 p	27.9	27.9	27.8	71	22.1	3.2	ESE	0.27	8.0	SE	27.9	30.6	30.6	1007.1	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	100	8	100.0	5
10/01/15	7:20 p	27.9	27.9	27.9	68	21.4	3.2	SSE	0.27	8.0	ESE	27.9	30.1	30.1	1007.1	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	96	8	99.0	5
10/01/15	7:25 p	27.9	27.9	27.9	69	21.7	3.2	SE	0.27	8.0	SE	27.9	30.4	30.4	1007.0	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	100	8	100.0	5
10/01/15	7:30 p	28.0	28.0	27.9	69	21.8	4.8	ESE	0.40	11.3	E	28.0	30.5	30.5	1007.1	0.00	0.0	0.000	0.034	34.9	42	20.1	38.3	98	8	100.0	5
10/01/15	7:35 p	28.0	28.0	27.9	70	22.0	3.2	SE	0.27	8.0	ESE	28.0	30.6	30.6	1007.2	0.00	0.0	0.000	0.034	34.9	42	20.1	38.3	96	8	99.0	5
10/01/15	7:40 p	28.0	28.0	27.9	70	22.0	3.2	SE	0.27	8.0	SSE	28.0	30.6	30.6	1007.4	0.00	0.0	0.000	0.034	34.9	42	20.1	38.3	98	8	100.0	5
10/01/15	7:45 p	27.9	28.0	27.9	70	22.0	3.2	ESE	0.27	11.3	ESE	27.9	30.5	30.5	1007.4	0.00	0.0	0.000	0.033	34.9	43	20.5	38.6	99	8	100.0	5
10/01/15	7:50 p	27.9	27.9	27.9	70	21.9	3.2	E	0.27	11.3	E	27.9	30.4	30.4	1007.5	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	98	8	100.0	5
10/01/15	7:55 p	27.9	27.9	27.9	70	21.9	3.2	SE	0.27	8.0	SE	27.9	30.4	30.4	1007.4	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	98	8	100.0	5
10/01/15	8:00 p	27.9	27.9	27.9	69	21.7	3.2	ESE	0.27	6.4	SE	27.9	30.3	30.3	1007.6	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	98	8	100.0	5
10/01/15	8:05 p	27.9	27.9	27.8	68	21.5	1.6	SE	0.13	6.4	SE	27.9	30.2	30.2	1007.6	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	97	8	100.0	5
10/01/15	8:10 p	27.9	27.9	27.9	68	21.4	4.8	SE	0.40	8.0	SSE	27.9	30.1	30.1	1007.6	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	100	8	100.0	5
10/01/15	8:15 p	27.9	27.9	27.9	68	21.4	3.2	SE	0.27	6.4	SE	27.9	30.1	30.1	1007.6	0.00	0.0	0.000	0.033	34.9	42	20.1	38.3	99	8	100.0	5
10/01/15	8:20 p	27.9	27.9	27.9	67	21.2	3.2	ESE	0.27	6.4	SE	27.9	30.0	30.0	1007.5	0.00	0.0	0.000	0.033	34.9	43	20.5	38.6	100	8	100.0	5
10/01/15	8:25 p	27.9	27.9	27.9	67	21.2	3.2	SE	0.27	8.0	SSE	27.9	30.1	30.1	1007.4	0.00	0.0	0.000	0.033	34.9	43	20.5	38.6	98	8	100.0	5
